,zip,AQI,Category Number,Category Name,Pollutant,Year
2536,10606,42,1,Good,OZONE,2015
2537,10607,42,1,Good,OZONE,2015
2538,10701,42,1,Good,OZONE,2015
2539,10703,42,1,Good,OZONE,2015
2540,10704,42,1,Good,OZONE,2015
2541,10705,42,1,Good,OZONE,2015
2542,10706,42,1,Good,OZONE,2015
2543,10707,42,1,Good,OZONE,2015
2544,10708,42,1,Good,OZONE,2015
2545,10709,42,1,Good,OZONE,2015
2546,10710,42,1,Good,OZONE,2015
2547,10801,42,1,Good,OZONE,2015
2548,10803,42,1,Good,OZONE,2015
2549,10804,42,1,Good,OZONE,2015
2550,10805,42,1,Good,OZONE,2015
2551,10901,42,1,Good,OZONE,2015
2552,10911,42,1,Good,OZONE,2015
2553,10913,42,1,Good,OZONE,2015
2554,10001,42,1,Good,OZONE,2015
2555,10002,42,1,Good,OZONE,2015
2556,10003,42,1,Good,OZONE,2015
2557,10004,42,1,Good,OZONE,2015
2558,10005,42,1,Good,OZONE,2015
2559,10006,42,1,Good,OZONE,2015
2560,10007,42,1,Good,OZONE,2015
2561,10009,42,1,Good,OZONE,2015
2562,10010,42,1,Good,OZONE,2015
2563,10011,42,1,Good,OZONE,2015
2564,10012,42,1,Good,OZONE,2015
2565,10013,42,1,Good,OZONE,2015
2566,10014,42,1,Good,OZONE,2015
2567,10016,42,1,Good,OZONE,2015
2568,10017,42,1,Good,OZONE,2015
2569,10018,42,1,Good,OZONE,2015
2570,10019,42,1,Good,OZONE,2015
2571,10020,42,1,Good,OZONE,2015
2572,10021,42,1,Good,OZONE,2015
2573,10022,42,1,Good,OZONE,2015
2574,10023,42,1,Good,OZONE,2015
2575,10024,42,1,Good,OZONE,2015
2576,10025,42,1,Good,OZONE,2015
2577,10026,42,1,Good,OZONE,2015
2578,10027,42,1,Good,OZONE,2015
2579,10028,42,1,Good,OZONE,2015
2580,10029,42,1,Good,OZONE,2015
2581,10030,42,1,Good,OZONE,2015
2582,10031,42,1,Good,OZONE,2015
2583,10032,42,1,Good,OZONE,2015
2584,10033,42,1,Good,OZONE,2015
2585,10034,42,1,Good,OZONE,2015
2586,10035,42,1,Good,OZONE,2015
2587,10036,42,1,Good,OZONE,2015
2588,10037,42,1,Good,OZONE,2015
2589,10038,42,1,Good,OZONE,2015
2590,10039,42,1,Good,OZONE,2015
2591,10040,42,1,Good,OZONE,2015
2592,10044,42,1,Good,OZONE,2015
2593,10128,42,1,Good,OZONE,2015
2594,10280,42,1,Good,OZONE,2015
2595,10301,42,1,Good,OZONE,2015
2596,10302,42,1,Good,OZONE,2015
2597,10303,42,1,Good,OZONE,2015
2598,10304,42,1,Good,OZONE,2015
2599,10305,42,1,Good,OZONE,2015
2600,10306,42,1,Good,OZONE,2015
2601,10307,42,1,Good,OZONE,2015
2602,10308,42,1,Good,OZONE,2015
2603,10309,42,1,Good,OZONE,2015
2604,10310,42,1,Good,OZONE,2015
2605,10312,42,1,Good,OZONE,2015
2606,10314,42,1,Good,OZONE,2015
2607,10451,42,1,Good,OZONE,2015
2608,10452,42,1,Good,OZONE,2015
2609,10453,42,1,Good,OZONE,2015
2610,10454,42,1,Good,OZONE,2015
2611,10455,42,1,Good,OZONE,2015
2612,10456,42,1,Good,OZONE,2015
2613,10457,42,1,Good,OZONE,2015
2614,10458,42,1,Good,OZONE,2015
2615,10459,42,1,Good,OZONE,2015
2616,10460,42,1,Good,OZONE,2015
2617,10461,42,1,Good,OZONE,2015
2618,10462,42,1,Good,OZONE,2015
2619,10463,42,1,Good,OZONE,2015
2620,10464,42,1,Good,OZONE,2015
2621,10465,42,1,Good,OZONE,2015
2622,10466,42,1,Good,OZONE,2015
2623,10467,42,1,Good,OZONE,2015
2624,10468,42,1,Good,OZONE,2015
2625,10469,42,1,Good,OZONE,2015
2626,10470,42,1,Good,OZONE,2015
2627,10471,42,1,Good,OZONE,2015
2628,10472,42,1,Good,OZONE,2015
2629,10473,42,1,Good,OZONE,2015
2630,10474,42,1,Good,OZONE,2015
2631,10475,42,1,Good,OZONE,2015
2632,10501,42,1,Good,OZONE,2015
2633,10502,42,1,Good,OZONE,2015
2634,10504,42,1,Good,OZONE,2015
2635,10505,42,1,Good,OZONE,2015
2636,10506,42,1,Good,OZONE,2015
2637,10507,42,1,Good,OZONE,2015
2638,11001,42,1,Good,OZONE,2015
2639,10989,42,1,Good,OZONE,2015
2640,11004,42,1,Good,OZONE,2015
2641,11005,42,1,Good,OZONE,2015
2642,10993,42,1,Good,OZONE,2015
2643,10994,42,1,Good,OZONE,2015
2644,10986,42,1,Good,OZONE,2015
2645,10974,42,1,Good,OZONE,2015
2646,10976,42,1,Good,OZONE,2015
2647,10977,42,1,Good,OZONE,2015
2648,10980,42,1,Good,OZONE,2015
2649,10983,42,1,Good,OZONE,2015
2650,10984,42,1,Good,OZONE,2015
2651,10970,42,1,Good,OZONE,2015
2652,10960,42,1,Good,OZONE,2015
2653,10962,42,1,Good,OZONE,2015
2654,11691,42,1,Good,OZONE,2015
2655,11692,42,1,Good,OZONE,2015
2656,11693,42,1,Good,OZONE,2015
2657,11694,42,1,Good,OZONE,2015
2658,11697,42,1,Good,OZONE,2015
2659,11101,42,1,Good,OZONE,2015
2660,11102,42,1,Good,OZONE,2015
2661,11103,42,1,Good,OZONE,2015
2662,11104,42,1,Good,OZONE,2015
2663,11105,42,1,Good,OZONE,2015
2664,11106,42,1,Good,OZONE,2015
2665,11201,42,1,Good,OZONE,2015
2666,11203,42,1,Good,OZONE,2015
2667,11204,42,1,Good,OZONE,2015
2668,11205,42,1,Good,OZONE,2015
2669,11206,42,1,Good,OZONE,2015
2670,11207,42,1,Good,OZONE,2015
2671,11208,42,1,Good,OZONE,2015
2672,11209,42,1,Good,OZONE,2015
2673,11210,42,1,Good,OZONE,2015
2674,11211,42,1,Good,OZONE,2015
2675,11212,42,1,Good,OZONE,2015
2676,11213,42,1,Good,OZONE,2015
2677,11214,42,1,Good,OZONE,2015
2678,11215,42,1,Good,OZONE,2015
2679,11216,42,1,Good,OZONE,2015
2680,11217,42,1,Good,OZONE,2015
2681,11218,42,1,Good,OZONE,2015
2682,11219,42,1,Good,OZONE,2015
2683,11220,42,1,Good,OZONE,2015
2684,11221,42,1,Good,OZONE,2015
2685,11222,42,1,Good,OZONE,2015
2686,11223,42,1,Good,OZONE,2015
2687,11224,42,1,Good,OZONE,2015
2688,11225,42,1,Good,OZONE,2015
2689,11226,42,1,Good,OZONE,2015
2690,11228,42,1,Good,OZONE,2015
2691,11229,42,1,Good,OZONE,2015
2692,11230,42,1,Good,OZONE,2015
2693,11231,42,1,Good,OZONE,2015
2694,11232,42,1,Good,OZONE,2015
2695,11233,42,1,Good,OZONE,2015
2696,11234,42,1,Good,OZONE,2015
2697,11235,42,1,Good,OZONE,2015
2698,11236,42,1,Good,OZONE,2015
2699,11237,42,1,Good,OZONE,2015
2700,11238,42,1,Good,OZONE,2015
2701,11239,42,1,Good,OZONE,2015
2702,11251,42,1,Good,OZONE,2015
2703,11354,42,1,Good,OZONE,2015
2704,11355,42,1,Good,OZONE,2015
2705,11356,42,1,Good,OZONE,2015
2706,11357,42,1,Good,OZONE,2015
2707,11358,42,1,Good,OZONE,2015
2708,11359,42,1,Good,OZONE,2015
2709,11360,42,1,Good,OZONE,2015
2710,11361,42,1,Good,OZONE,2015
2711,11362,42,1,Good,OZONE,2015
2712,11363,42,1,Good,OZONE,2015
2713,11364,42,1,Good,OZONE,2015
2714,11365,42,1,Good,OZONE,2015
2715,11366,42,1,Good,OZONE,2015
2716,11367,42,1,Good,OZONE,2015
2717,11368,42,1,Good,OZONE,2015
2718,11369,42,1,Good,OZONE,2015
2719,11370,42,1,Good,OZONE,2015
2720,11371,42,1,Good,OZONE,2015
2721,11372,42,1,Good,OZONE,2015
2722,11373,42,1,Good,OZONE,2015
2723,11374,42,1,Good,OZONE,2015
2724,11375,42,1,Good,OZONE,2015
2725,11377,42,1,Good,OZONE,2015
2726,11378,42,1,Good,OZONE,2015
2727,11379,42,1,Good,OZONE,2015
2728,11385,42,1,Good,OZONE,2015
2729,11411,42,1,Good,OZONE,2015
2730,11412,42,1,Good,OZONE,2015
2731,11413,42,1,Good,OZONE,2015
2732,11414,42,1,Good,OZONE,2015
2733,11415,42,1,Good,OZONE,2015
2734,11416,42,1,Good,OZONE,2015
2735,11417,42,1,Good,OZONE,2015
2736,11418,42,1,Good,OZONE,2015
2737,11419,42,1,Good,OZONE,2015
2738,11420,42,1,Good,OZONE,2015
2739,11421,42,1,Good,OZONE,2015
2740,11422,42,1,Good,OZONE,2015
2741,11423,42,1,Good,OZONE,2015
2742,11426,42,1,Good,OZONE,2015
2743,11427,42,1,Good,OZONE,2015
2744,11428,42,1,Good,OZONE,2015
2745,11429,42,1,Good,OZONE,2015
2746,11430,42,1,Good,OZONE,2015
2747,11432,42,1,Good,OZONE,2015
2748,11433,42,1,Good,OZONE,2015
2749,11434,42,1,Good,OZONE,2015
2750,11435,42,1,Good,OZONE,2015
2751,11436,42,1,Good,OZONE,2015
2752,12007,46,1,Good,OZONE,2015
2753,12008,46,1,Good,OZONE,2015
2754,12009,46,1,Good,OZONE,2015
2755,12010,46,1,Good,OZONE,2015
2756,12015,46,1,Good,OZONE,2015
2757,12017,46,1,Good,OZONE,2015
2758,12018,46,1,Good,OZONE,2015
2759,12019,46,1,Good,OZONE,2015
2760,12020,46,1,Good,OZONE,2015
2761,12022,46,1,Good,OZONE,2015
2762,12023,46,1,Good,OZONE,2015
2763,12024,46,1,Good,OZONE,2015
2764,12025,46,1,Good,OZONE,2015
2765,12027,46,1,Good,OZONE,2015
2766,12028,46,1,Good,OZONE,2015
2767,12029,46,1,Good,OZONE,2015
2768,12031,46,1,Good,OZONE,2015
2769,13452,46,1,Good,OZONE,2015
2770,13428,46,1,Good,OZONE,2015
2771,13459,46,1,Good,OZONE,2015
2772,13470,46,1,Good,OZONE,2015
2773,13317,46,1,Good,OZONE,2015
2774,13339,46,1,Good,OZONE,2015
2775,13329,46,1,Good,OZONE,2015
2776,12165,46,1,Good,OZONE,2015
2777,12166,46,1,Good,OZONE,2015
2778,12156,46,1,Good,OZONE,2015
2779,12157,46,1,Good,OZONE,2015
2780,12158,46,1,Good,OZONE,2015
2781,12159,46,1,Good,OZONE,2015
2782,12160,46,1,Good,OZONE,2015
2783,12407,46,1,Good,OZONE,2015
2784,12405,46,1,Good,OZONE,2015
2785,12192,46,1,Good,OZONE,2015
2786,12193,46,1,Good,OZONE,2015
2787,12194,46,1,Good,OZONE,2015
2788,12196,46,1,Good,OZONE,2015
2789,12198,46,1,Good,OZONE,2015
2790,12202,46,1,Good,OZONE,2015
2791,12203,46,1,Good,OZONE,2015
2792,12204,46,1,Good,OZONE,2015
2793,12205,46,1,Good,OZONE,2015
2794,12206,46,1,Good,OZONE,2015
2795,12207,46,1,Good,OZONE,2015
2796,12208,46,1,Good,OZONE,2015
2797,12209,46,1,Good,OZONE,2015
2798,12210,46,1,Good,OZONE,2015
2799,12211,46,1,Good,OZONE,2015
2800,12233,46,1,Good,OZONE,2015
2801,12302,46,1,Good,OZONE,2015
2802,12303,46,1,Good,OZONE,2015
2803,12304,46,1,Good,OZONE,2015
2804,12305,46,1,Good,OZONE,2015
2805,12306,46,1,Good,OZONE,2015
2806,12307,46,1,Good,OZONE,2015
2807,12308,46,1,Good,OZONE,2015
2808,12309,46,1,Good,OZONE,2015
2809,12413,46,1,Good,OZONE,2015
2810,12414,46,1,Good,OZONE,2015
2811,12422,46,1,Good,OZONE,2015
2812,12423,46,1,Good,OZONE,2015
2813,12424,46,1,Good,OZONE,2015
2814,12427,46,1,Good,OZONE,2015
2815,12418,46,1,Good,OZONE,2015
2816,12439,46,1,Good,OZONE,2015
2817,12431,46,1,Good,OZONE,2015
2818,12450,46,1,Good,OZONE,2015
2819,12451,46,1,Good,OZONE,2015
2820,12454,46,1,Good,OZONE,2015
2821,12444,46,1,Good,OZONE,2015
2822,12442,46,1,Good,OZONE,2015
2823,12468,46,1,Good,OZONE,2015
2824,12469,46,1,Good,OZONE,2015
2825,12470,46,1,Good,OZONE,2015
2826,12460,46,1,Good,OZONE,2015
2827,12090,46,1,Good,OZONE,2015
2828,12092,46,1,Good,OZONE,2015
2829,12093,46,1,Good,OZONE,2015
2830,12094,46,1,Good,OZONE,2015
2831,12095,46,1,Good,OZONE,2015
2832,12106,46,1,Good,OZONE,2015
2833,12083,46,1,Good,OZONE,2015
2834,12084,46,1,Good,OZONE,2015
2835,12086,46,1,Good,OZONE,2015
2836,12087,46,1,Good,OZONE,2015
2837,12117,46,1,Good,OZONE,2015
2838,12118,46,1,Good,OZONE,2015
2839,12120,46,1,Good,OZONE,2015
2840,12121,46,1,Good,OZONE,2015
2841,12122,46,1,Good,OZONE,2015
2842,12123,46,1,Good,OZONE,2015
2843,12125,46,1,Good,OZONE,2015
2844,12130,46,1,Good,OZONE,2015
2845,12131,46,1,Good,OZONE,2015
2846,12033,46,1,Good,OZONE,2015
2847,12035,46,1,Good,OZONE,2015
2848,12036,46,1,Good,OZONE,2015
2849,12037,46,1,Good,OZONE,2015
2850,12065,46,1,Good,OZONE,2015
2851,12066,46,1,Good,OZONE,2015
2852,12067,46,1,Good,OZONE,2015
2853,12068,46,1,Good,OZONE,2015
2854,12070,46,1,Good,OZONE,2015
2855,12071,46,1,Good,OZONE,2015
2856,12072,46,1,Good,OZONE,2015
2857,12074,46,1,Good,OZONE,2015
2858,12075,46,1,Good,OZONE,2015
2859,12076,46,1,Good,OZONE,2015
2860,12077,46,1,Good,OZONE,2015
2861,12078,46,1,Good,OZONE,2015
2862,12110,46,1,Good,OZONE,2015
2863,12136,46,1,Good,OZONE,2015
2864,12137,46,1,Good,OZONE,2015
2865,12138,46,1,Good,OZONE,2015
2866,12140,46,1,Good,OZONE,2015
2867,12143,46,1,Good,OZONE,2015
2868,12144,46,1,Good,OZONE,2015
2869,12147,46,1,Good,OZONE,2015
2870,12148,46,1,Good,OZONE,2015
2871,12149,46,1,Good,OZONE,2015
2872,12150,46,1,Good,OZONE,2015
2873,12151,46,1,Good,OZONE,2015
2874,12153,46,1,Good,OZONE,2015
2875,12154,46,1,Good,OZONE,2015
2876,12168,46,1,Good,OZONE,2015
2877,12169,46,1,Good,OZONE,2015
2878,12170,46,1,Good,OZONE,2015
2879,12173,46,1,Good,OZONE,2015
2880,12175,46,1,Good,OZONE,2015
2881,12176,46,1,Good,OZONE,2015
2882,12180,46,1,Good,OZONE,2015
2883,12182,46,1,Good,OZONE,2015
2884,12183,46,1,Good,OZONE,2015
2885,12184,46,1,Good,OZONE,2015
2886,12185,46,1,Good,OZONE,2015
2887,12186,46,1,Good,OZONE,2015
2888,12187,46,1,Good,OZONE,2015
2889,12188,46,1,Good,OZONE,2015
2890,12189,46,1,Good,OZONE,2015
2891,12041,46,1,Good,OZONE,2015
2892,12042,46,1,Good,OZONE,2015
2893,12043,46,1,Good,OZONE,2015
2894,12046,46,1,Good,OZONE,2015
2895,12047,46,1,Good,OZONE,2015
2896,12051,46,1,Good,OZONE,2015
2897,12052,46,1,Good,OZONE,2015
2898,12053,46,1,Good,OZONE,2015
2899,12054,46,1,Good,OZONE,2015
2900,12055,46,1,Good,OZONE,2015
2901,12056,46,1,Good,OZONE,2015
2902,12057,46,1,Good,OZONE,2015
2903,12058,46,1,Good,OZONE,2015
2904,12059,46,1,Good,OZONE,2015
2905,12060,46,1,Good,OZONE,2015
2906,12061,46,1,Good,OZONE,2015
2907,12062,46,1,Good,OZONE,2015
2908,12534,46,1,Good,OZONE,2015
2909,12803,46,1,Good,OZONE,2015
2910,12816,46,1,Good,OZONE,2015
2911,12837,46,1,Good,OZONE,2015
2912,12838,46,1,Good,OZONE,2015
2913,12839,46,1,Good,OZONE,2015
2914,12821,46,1,Good,OZONE,2015
2915,12822,46,1,Good,OZONE,2015
2916,12823,46,1,Good,OZONE,2015
2917,12827,46,1,Good,OZONE,2015
2918,12828,46,1,Good,OZONE,2015
2919,12831,46,1,Good,OZONE,2015
2920,12832,46,1,Good,OZONE,2015
2921,12833,46,1,Good,OZONE,2015
2922,12834,46,1,Good,OZONE,2015
2923,12835,46,1,Good,OZONE,2015
2924,12529,46,1,Good,OZONE,2015
2925,12526,46,1,Good,OZONE,2015
2926,12523,46,1,Good,OZONE,2015
2927,12521,46,1,Good,OZONE,2015
2928,12516,46,1,Good,OZONE,2015
2929,12517,46,1,Good,OZONE,2015
2930,12513,46,1,Good,OZONE,2015
2931,12496,46,1,Good,OZONE,2015
2932,12502,46,1,Good,OZONE,2015
2933,12503,46,1,Good,OZONE,2015
2934,12492,46,1,Good,OZONE,2015
2935,12485,46,1,Good,OZONE,2015
2936,12473,46,1,Good,OZONE,2015
2937,12463,46,1,Good,OZONE,2015
2938,12482,46,1,Good,OZONE,2015
2939,12887,46,1,Good,OZONE,2015
2940,12873,46,1,Good,OZONE,2015
2941,12871,46,1,Good,OZONE,2015
2942,12861,46,1,Good,OZONE,2015
2943,12863,46,1,Good,OZONE,2015
2944,12865,46,1,Good,OZONE,2015
2945,12866,46,1,Good,OZONE,2015
2946,12859,46,1,Good,OZONE,2015
2947,12854,46,1,Good,OZONE,2015
2948,12849,46,1,Good,OZONE,2015
2949,12850,46,1,Good,OZONE,2015
2950,12844,46,1,Good,OZONE,2015
2951,12809,46,1,Good,OZONE,2015
2952,14001,39,1,Good,OZONE,2015
2953,14004,39,1,Good,OZONE,2015
2954,14005,39,1,Good,OZONE,2015
2955,14006,39,1,Good,OZONE,2015
2956,14009,39,1,Good,OZONE,2015
2957,14011,39,1,Good,OZONE,2015
2958,14013,39,1,Good,OZONE,2015
2959,14020,39,1,Good,OZONE,2015
2960,14024,39,1,Good,OZONE,2015
2961,14025,39,1,Good,OZONE,2015
2962,14026,39,1,Good,OZONE,2015
2963,14030,39,1,Good,OZONE,2015
2964,14031,39,1,Good,OZONE,2015
2965,14032,39,1,Good,OZONE,2015
2966,14033,39,1,Good,OZONE,2015
2967,14034,39,1,Good,OZONE,2015
2968,14036,39,1,Good,OZONE,2015
2969,14037,39,1,Good,OZONE,2015
2970,14039,39,1,Good,OZONE,2015
2971,14040,39,1,Good,OZONE,2015
2972,14041,39,1,Good,OZONE,2015
2973,14042,39,1,Good,OZONE,2015
2974,14043,39,1,Good,OZONE,2015
2975,14047,39,1,Good,OZONE,2015
2976,14048,39,1,Good,OZONE,2015
2977,14051,39,1,Good,OZONE,2015
2978,14052,39,1,Good,OZONE,2015
2979,14054,39,1,Good,OZONE,2015
2980,14055,39,1,Good,OZONE,2015
2981,14057,39,1,Good,OZONE,2015
2982,14058,39,1,Good,OZONE,2015
2983,14059,39,1,Good,OZONE,2015
2984,14060,39,1,Good,OZONE,2015
2985,14062,39,1,Good,OZONE,2015
2986,14063,39,1,Good,OZONE,2015
2987,14065,39,1,Good,OZONE,2015
2988,14066,39,1,Good,OZONE,2015
2989,14068,39,1,Good,OZONE,2015
2990,14069,39,1,Good,OZONE,2015
2991,14070,39,1,Good,OZONE,2015
2992,14072,39,1,Good,OZONE,2015
2993,14075,39,1,Good,OZONE,2015
2994,14080,39,1,Good,OZONE,2015
2995,14081,39,1,Good,OZONE,2015
2996,14082,39,1,Good,OZONE,2015
2997,14083,39,1,Good,OZONE,2015
2998,14085,39,1,Good,OZONE,2015
2999,14086,39,1,Good,OZONE,2015
3000,14091,39,1,Good,OZONE,2015
3001,14092,39,1,Good,OZONE,2015
3002,14101,39,1,Good,OZONE,2015
3003,14102,39,1,Good,OZONE,2015
3004,14109,39,1,Good,OZONE,2015
3005,14111,39,1,Good,OZONE,2015
3006,14113,39,1,Good,OZONE,2015
3007,14120,39,1,Good,OZONE,2015
3008,14125,39,1,Good,OZONE,2015
3009,14127,39,1,Good,OZONE,2015
3010,14129,39,1,Good,OZONE,2015
3011,14131,39,1,Good,OZONE,2015
3012,14132,39,1,Good,OZONE,2015
3013,14134,39,1,Good,OZONE,2015
3014,14136,39,1,Good,OZONE,2015
3015,14138,39,1,Good,OZONE,2015
3016,14139,39,1,Good,OZONE,2015
3017,14141,39,1,Good,OZONE,2015
3018,14143,39,1,Good,OZONE,2015
3019,14145,39,1,Good,OZONE,2015
3020,14150,39,1,Good,OZONE,2015
3021,14167,39,1,Good,OZONE,2015
3022,14170,39,1,Good,OZONE,2015
3023,14171,39,1,Good,OZONE,2015
3024,14174,39,1,Good,OZONE,2015
3025,14201,39,1,Good,OZONE,2015
3026,14202,39,1,Good,OZONE,2015
3027,14203,39,1,Good,OZONE,2015
3028,14204,39,1,Good,OZONE,2015
3029,14206,39,1,Good,OZONE,2015
3030,14207,39,1,Good,OZONE,2015
3031,14208,39,1,Good,OZONE,2015
3032,14209,39,1,Good,OZONE,2015
3033,14210,39,1,Good,OZONE,2015
3034,14211,39,1,Good,OZONE,2015
3035,14212,39,1,Good,OZONE,2015
3036,14213,39,1,Good,OZONE,2015
3037,14214,39,1,Good,OZONE,2015
3038,14215,39,1,Good,OZONE,2015
3039,14216,39,1,Good,OZONE,2015
3040,14217,39,1,Good,OZONE,2015
3041,14218,39,1,Good,OZONE,2015
3042,14219,39,1,Good,OZONE,2015
3043,14220,39,1,Good,OZONE,2015
3044,14221,39,1,Good,OZONE,2015
3045,14222,39,1,Good,OZONE,2015
3046,14223,39,1,Good,OZONE,2015
3047,14224,39,1,Good,OZONE,2015
3048,14225,39,1,Good,OZONE,2015
3049,14226,39,1,Good,OZONE,2015
3050,14227,39,1,Good,OZONE,2015
3051,14228,39,1,Good,OZONE,2015
3052,14260,39,1,Good,OZONE,2015
3053,14301,39,1,Good,OZONE,2015
3054,14303,39,1,Good,OZONE,2015
3055,14304,39,1,Good,OZONE,2015
3056,14305,39,1,Good,OZONE,2015
3057,14884,39,1,Good,OZONE,2015
3058,14569,39,1,Good,OZONE,2015
3059,14591,39,1,Good,OZONE,2015
3060,14813,39,1,Good,OZONE,2015
3061,14802,39,1,Good,OZONE,2015
3062,14803,39,1,Good,OZONE,2015
3063,14804,39,1,Good,OZONE,2015
3064,14895,39,1,Good,OZONE,2015
3065,14897,39,1,Good,OZONE,2015
3066,14822,39,1,Good,OZONE,2015
3067,14482,39,1,Good,OZONE,2015
3068,14525,39,1,Good,OZONE,2015
3069,14530,39,1,Good,OZONE,2015
3070,14536,39,1,Good,OZONE,2015
3071,14550,39,1,Good,OZONE,2015
3072,14880,39,1,Good,OZONE,2015
3073,14701,39,1,Good,OZONE,2015
3074,14706,39,1,Good,OZONE,2015
3075,14708,39,1,Good,OZONE,2015
3076,14709,39,1,Good,OZONE,2015
3077,14710,39,1,Good,OZONE,2015
3078,14711,39,1,Good,OZONE,2015
3079,14712,39,1,Good,OZONE,2015
3080,14714,39,1,Good,OZONE,2015
3081,14715,39,1,Good,OZONE,2015
3082,14716,39,1,Good,OZONE,2015
3083,14717,39,1,Good,OZONE,2015
3084,14718,39,1,Good,OZONE,2015
3085,14719,39,1,Good,OZONE,2015
3086,14721,39,1,Good,OZONE,2015
3087,14723,39,1,Good,OZONE,2015
3088,14724,39,1,Good,OZONE,2015
3089,14726,39,1,Good,OZONE,2015
3090,14727,39,1,Good,OZONE,2015
3091,14728,39,1,Good,OZONE,2015
3092,14729,39,1,Good,OZONE,2015
3093,14731,39,1,Good,OZONE,2015
3094,14733,39,1,Good,OZONE,2015
3095,14735,39,1,Good,OZONE,2015
3096,14736,39,1,Good,OZONE,2015
3097,14737,39,1,Good,OZONE,2015
3098,14738,39,1,Good,OZONE,2015
3099,14739,39,1,Good,OZONE,2015
3100,14740,39,1,Good,OZONE,2015
3101,14741,39,1,Good,OZONE,2015
3102,14743,39,1,Good,OZONE,2015
3103,14744,39,1,Good,OZONE,2015
3104,14747,39,1,Good,OZONE,2015
3105,14748,39,1,Good,OZONE,2015
3106,14750,39,1,Good,OZONE,2015
3107,14753,39,1,Good,OZONE,2015
3108,14754,39,1,Good,OZONE,2015
3109,14755,39,1,Good,OZONE,2015
3110,14757,39,1,Good,OZONE,2015
3111,14760,39,1,Good,OZONE,2015
3112,14767,39,1,Good,OZONE,2015
3113,14769,39,1,Good,OZONE,2015
3114,14770,39,1,Good,OZONE,2015
3115,14772,39,1,Good,OZONE,2015
3116,14775,39,1,Good,OZONE,2015
3117,14777,39,1,Good,OZONE,2015
3118,14779,39,1,Good,OZONE,2015
3119,14781,39,1,Good,OZONE,2015
3120,14782,39,1,Good,OZONE,2015
3121,14784,39,1,Good,OZONE,2015
3122,14787,39,1,Good,OZONE,2015
3123,14416,39,1,Good,OZONE,2015
3124,14422,39,1,Good,OZONE,2015
3125,14427,39,1,Good,OZONE,2015
3126,12032,42,1,Good,OZONE,2020
3127,12108,42,1,Good,OZONE,2020
3128,12134,42,1,Good,OZONE,2020
3129,12139,42,1,Good,OZONE,2020
3130,12164,42,1,Good,OZONE,2020
3131,12190,42,1,Good,OZONE,2020
3132,12801,42,1,Good,OZONE,2020
3133,12810,42,1,Good,OZONE,2020
3134,12812,42,1,Good,OZONE,2020
3135,12814,42,1,Good,OZONE,2020
3136,12815,42,1,Good,OZONE,2020
3137,12824,42,1,Good,OZONE,2020
3138,12817,42,1,Good,OZONE,2020
3139,12836,42,1,Good,OZONE,2020
3140,12901,42,1,Good,OZONE,2020
3141,12903,42,1,Good,OZONE,2020
3142,12910,42,1,Good,OZONE,2020
3143,12911,42,1,Good,OZONE,2020
3144,12912,42,1,Good,OZONE,2020
3145,12913,42,1,Good,OZONE,2020
3146,12914,42,1,Good,OZONE,2020
3147,12916,42,1,Good,OZONE,2020
3148,12917,42,1,Good,OZONE,2020
3149,12918,42,1,Good,OZONE,2020
3150,12919,42,1,Good,OZONE,2020
3151,12920,42,1,Good,OZONE,2020
3152,12921,42,1,Good,OZONE,2020
3153,12922,42,1,Good,OZONE,2020
3154,12923,42,1,Good,OZONE,2020
3155,12924,42,1,Good,OZONE,2020
3156,12926,42,1,Good,OZONE,2020
3157,12928,42,1,Good,OZONE,2020
3158,12930,42,1,Good,OZONE,2020
3159,12932,42,1,Good,OZONE,2020
3160,12934,42,1,Good,OZONE,2020
3161,12935,42,1,Good,OZONE,2020
3162,12936,42,1,Good,OZONE,2020
3163,12937,42,1,Good,OZONE,2020
3164,12941,42,1,Good,OZONE,2020
3165,12942,42,1,Good,OZONE,2020
3166,12943,42,1,Good,OZONE,2020
3167,12944,42,1,Good,OZONE,2020
3168,12945,42,1,Good,OZONE,2020
3169,12946,42,1,Good,OZONE,2020
3170,12949,42,1,Good,OZONE,2020
3171,12950,42,1,Good,OZONE,2020
3172,12952,42,1,Good,OZONE,2020
3173,12953,42,1,Good,OZONE,2020
3174,12955,42,1,Good,OZONE,2020
3175,12956,42,1,Good,OZONE,2020
3176,12957,42,1,Good,OZONE,2020
3177,12958,42,1,Good,OZONE,2020
3178,12959,42,1,Good,OZONE,2020
3179,12960,42,1,Good,OZONE,2020
3180,12961,42,1,Good,OZONE,2020
3181,12962,42,1,Good,OZONE,2020
3182,12964,42,1,Good,OZONE,2020
3183,12965,42,1,Good,OZONE,2020
3184,12966,42,1,Good,OZONE,2020
3185,12967,42,1,Good,OZONE,2020
3186,12969,42,1,Good,OZONE,2020
3187,12970,42,1,Good,OZONE,2020
3188,12972,42,1,Good,OZONE,2020
3189,12973,42,1,Good,OZONE,2020
3190,12974,42,1,Good,OZONE,2020
3191,12978,42,1,Good,OZONE,2020
3192,12979,42,1,Good,OZONE,2020
3193,12980,42,1,Good,OZONE,2020
3194,12981,42,1,Good,OZONE,2020
3195,12983,42,1,Good,OZONE,2020
3196,12985,42,1,Good,OZONE,2020
3197,12986,42,1,Good,OZONE,2020
3198,12987,42,1,Good,OZONE,2020
3199,12989,42,1,Good,OZONE,2020
3200,12992,42,1,Good,OZONE,2020
